phenotype_id	phenotype_label	upheno_id	upheno_label
MP:0001876	decreased inflammatory response	UPHENO:7000646	decreased inflammatory response
HP:0012722	Heart block	UPHENO:7000647	heart block
MP:0010559	heart block	UPHENO:7000647	heart block
HP:0012723	Sinoatrial block	UPHENO:7000648	sinoatrial block
MP:0010520	sinoatrial block	UPHENO:7000648	sinoatrial block
HP:0012735	Cough	UPHENO:7000649	cough; coughing
MP:0031088	coughing	UPHENO:7000649	cough; coughing
HP:0012741	Unilateral cryptorchidism	UPHENO:7000650	unilateral cryptorchidism; unilateral cryptorchism
MP:0031286	unilateral cryptorchism	UPHENO:7000650	unilateral cryptorchidism; unilateral cryptorchism
HP:0012790	Abnormal intramembranous ossification	UPHENO:7000651	intramembranous bone ossification; intramembranous ossification
MP:0008273	abnormal intramembranous bone ossification	UPHENO:7000651	intramembranous bone ossification; intramembranous ossification
HP:0012804	Corneal ulceration	UPHENO:7000652	cornea ulcer; corneal ulceration
MP:0009825	cornea ulcer	UPHENO:7000652	cornea ulcer; corneal ulceration
HP:0012806	Proboscis	UPHENO:7000653	proboscis
MP:0006290	proboscis	UPHENO:7000653	proboscis
HP:0012819	Myocarditis	UPHENO:7000654	myocarditis
MP:0001856	myocarditis	UPHENO:7000654	myocarditis
HP:0012849	Small intestinal bleeding	UPHENO:7000655	small intestinal bleeding; small intestine hemorrhage
MP:0031155	small intestine hemorrhage	UPHENO:7000655	small intestinal bleeding; small intestine hemorrhage
HP:0012861	Ovotestis	UPHENO:7000656	ovotestis
MP:0002996	ovotestis	UPHENO:7000656	ovotestis
HP:0012862	Abnormal germ cell morphology	UPHENO:7000657	germ cell morphology
XPO:0101658	abnormal germ cell morphology	UPHENO:7000657	germ cell morphology
HP:0012863	Abnormal male germ cell morphology	UPHENO:7000658	male germ cell morphology
MP:0006362	abnormal male germ cell morphology	UPHENO:7000658	male germ cell morphology
HP:0012864	Abnormal sperm morphology	UPHENO:7000659	sperm morphology; teratozoospermia
MP:0005578	teratozoospermia	UPHENO:7000659	sperm morphology; teratozoospermia
HP:0020037	Astasia	UPHENO:7000660	astasia
MP:0020289	astasia	UPHENO:7000660	astasia
HP:0020047	Abnormal myeloid cell morphology	UPHENO:7000661	myeloid cell morphology
MP:0013658	abnormal myeloid cell morphology	UPHENO:7000661	myeloid cell morphology
HP:0020074	Crystalluria	UPHENO:7000662	crystalluria
MP:0009645	crystalluria	UPHENO:7000662	crystalluria
HP:0020078	Alaninuria	UPHENO:7000663	alaninuria
MP:0031641	alaninuria	UPHENO:7000663	alaninuria
HP:0020156	Abnormal zona pellucida morphology	UPHENO:7000664	zona pellucida morphology
MP:0003696	abnormal zona pellucida morphology	UPHENO:7000664	zona pellucida morphology
HP:0020169	Abnormal drug response	UPHENO:7000665	drug response; drug response variant
WBPhenotype:0000631	drug response variant	UPHENO:7000665	drug response; drug response variant
HP:0020179	Abnormal circulating haptoglobin concentration	UPHENO:7000666	circulating haptoglobin concentration; haptoglobin level
MP:0013215	abnormal haptoglobin level	UPHENO:7000666	circulating haptoglobin concentration; haptoglobin level
HP:0025011	Pyriform aperture stenosis	UPHENO:7000667	piriform aperture stenosis; pyriform aperture stenosis
MP:0030218	piriform aperture stenosis	UPHENO:7000667	piriform aperture stenosis; pyriform aperture stenosis
HP:0025021	Abnormal erythrocyte sedimentation rate	UPHENO:7000668	erythrocyte sedimentation rate
MP:0031061	abnormal erythrocyte sedimentation rate	UPHENO:7000668	erythrocyte sedimentation rate
HP:0025022	Decreased erythrocyte sedimentation rate	UPHENO:7000669	decreased erythrocyte sedimentation rate
MP:0031062	decreased erythrocyte sedimentation rate	UPHENO:7000669	decreased erythrocyte sedimentation rate
HP:0025028	Abnormal enteric nervous system morphology	UPHENO:7000670	enteric nervous system morphology
XPO:0107340	abnormal enteric nervous system morphology	UPHENO:7000670	enteric nervous system morphology
HP:0025065	Abnormal mean corpuscular volume	UPHENO:7000671	mean corpuscular volume
MP:0000226	abnormal mean corpuscular volume	UPHENO:7000671	mean corpuscular volume
HP:0025074	Abnormal QRS complex	UPHENO:7000672	qrs complex
MP:0003898	abnormal QRS complex	UPHENO:7000672	qrs complex
HP:0025080	Orthokeratotic hyperkeratosis	UPHENO:7000673	orthokeratosis; orthokeratotic hyperkeratosis
MP:0009675	orthokeratosis	UPHENO:7000673	orthokeratosis; orthokeratotic hyperkeratosis
HP:0025084	Folliculitis	UPHENO:7000674	folliculitis
MP:0000376	folliculitis	UPHENO:7000674	folliculitis
HP:0025092	Epidermal acanthosis	UPHENO:7000675	acanthosis; epidermal acanthosis
MP:0001874	acanthosis	UPHENO:7000675	acanthosis; epidermal acanthosis
HP:0025095	Sneeze	UPHENO:7000676	sneeze; sneezing
MP:0031089	sneezing	UPHENO:7000676	sneeze; sneezing
HP:0025114	Hypergranulosis	UPHENO:7000677	hypergranulosis
MP:0009600	hypergranulosis	UPHENO:7000677	hypergranulosis
HP:0025132	Abnormal circulating estrogen level	UPHENO:7000678	circulating estrogen level
MP:0003369	abnormal circulating estrogen level	UPHENO:7000678	circulating estrogen level
HP:0025230	Tendonitis	UPHENO:7000679	tendonitis
MP:0030801	tendonitis	UPHENO:7000679	tendonitis
HP:0025337	Red eye	UPHENO:7000680	red eye
MP:0031347	red eye	UPHENO:7000680	red eye
HP:0025382	Hypodipsia	UPHENO:7000681	hypodipsia
MP:0011737	hypodipsia	UPHENO:7000681	hypodipsia
HP:0025407	Rectourethral fistula	UPHENO:7000682	rectourethral fistula
MP:0011786	rectourethral fistula	UPHENO:7000682	rectourethral fistula
HP:0025435	Increased circulating lactate dehydrogenase concentration	UPHENO:7000683	increased circulating lactate dehydrogenase concentration; increased lactate dehydrogenase level
MP:0002944	increased lactate dehydrogenase level	UPHENO:7000683	increased circulating lactate dehydrogenase concentration; increased lactate dehydrogenase level
HP:0025439	Pharyngitis	UPHENO:7000684	pharyngitis
MP:0031095	pharyngitis	UPHENO:7000684	pharyngitis
HP:0025461	Abnormal cell morphology	UPHENO:7000685	cell morphology
MP:0000358	abnormal cell morphology	UPHENO:7000685	cell morphology
HP:0025487	Abnormal bladder morphology	UPHENO:7000686	bladder morphology
XPO:0102463	abnormal bladder morphology	UPHENO:7000686	bladder morphology
HP:0025497	Coronary artery spasm	UPHENO:7000687	coronary artery spasm
MP:0031192	coronary artery spasm	UPHENO:7000687	coronary artery spasm
HP:0025546	Abnormal mean corpuscular hemoglobin concentration	UPHENO:7000688	mean corpuscular hemoglobin concentration
MP:0005640	abnormal mean corpuscular hemoglobin concentration	UPHENO:7000688	mean corpuscular hemoglobin concentration
HP:0025547	Decreased mean corpuscular hemoglobin concentration	UPHENO:7000689	decreased mean corpuscular hemoglobin concentration
MP:0005642	decreased mean corpuscular hemoglobin concentration	UPHENO:7000689	decreased mean corpuscular hemoglobin concentration
HP:0025548	Increased mean corpuscular hemoglobin concentration	UPHENO:7000690	increased mean corpuscular hemoglobin concentration
MP:0005641	increased mean corpuscular hemoglobin concentration	UPHENO:7000690	increased mean corpuscular hemoglobin concentration
HP:0025586	Hypertropia	UPHENO:7000691	hypertropia
MP:0006199	hypertropia	UPHENO:7000691	hypertropia
HP:0025636	Endometritis	UPHENO:7000692	endometritis; endometrium inflammation
MP:0009360	endometrium inflammation	UPHENO:7000692	endometritis; endometrium inflammation
HP:0025713	Neurite dystrophy	UPHENO:7000693	neurite dystrophy
MP:0021020	neurite dystrophy	UPHENO:7000693	neurite dystrophy
HP:0025722	Cerebral infarct	UPHENO:7000694	cerebral infarct
MP:0021003	cerebral infarct	UPHENO:7000694	cerebral infarct
HP:0025733	Streak gonad	UPHENO:7000695	streak gonad
MP:0002214	streak gonad	UPHENO:7000695	streak gonad
HP:0030010	Hydrometrocolpos	UPHENO:7000696	hydrometrocolpos
MP:0003537	hydrometrocolpos	UPHENO:7000696	hydrometrocolpos
HP:0030011	Imperforate hymen	UPHENO:7000697	imperforate hymen
MP:0003540	imperforate hymen	UPHENO:7000697	imperforate hymen
HP:0030050	Narcolepsy	UPHENO:7000698	narcolepsy
MP:0005279	narcolepsy	UPHENO:7000698	narcolepsy
HP:0030148	Heart murmur	UPHENO:7000699	cardiac murmur; heart murmur
MP:0006114	cardiac murmur	UPHENO:7000699	cardiac murmur; heart murmur
HP:0030175	Myelin tomacula	UPHENO:7000700	myelin tomacula; tomacula
MP:0012674	tomacula	UPHENO:7000700	myelin tomacula; tomacula
HP:0030187	Titubation	UPHENO:7000701	titubation
MP:0009514	titubation	UPHENO:7000701	titubation
HP:0030191	Abnormal peripheral nervous system synaptic transmission	UPHENO:7000702	peripheral nervous system synaptic transmission; pns synaptic transmission
MP:0002913	abnormal PNS synaptic transmission	UPHENO:7000702	peripheral nervous system synaptic transmission; pns synaptic transmission
HP:0030321	Abnormal vertebral artery morphology	UPHENO:7000703	vertebral artery morphology
ZP:0021380	vertebral artery morphology, abnormal	UPHENO:7000703	vertebral artery morphology
HP:0030329	Retinal thinning	UPHENO:7000704	decreased total retina thickness; retinal thinning
MP:0011965	decreased total retina thickness	UPHENO:7000704	decreased total retina thickness; retinal thinning
HP:0030333	Abnormal alpha-beta T cell morphology	UPHENO:7000705	alpha-beta t cell morphology
MP:0012762	abnormal alpha-beta T cell morphology	UPHENO:7000705	alpha-beta t cell morphology
HP:0030334	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	UPHENO:7000706	cd4-positive, cd25-positive, alpha-beta regulatory t cell morphology
MP:0008397	abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	UPHENO:7000706	cd4-positive, cd25-positive, alpha-beta regulatory t cell morphology
HP:0030338	Abnormal circulating gonadotropin concentration	UPHENO:7000707	circulating gonadotropin concentration; circulating gonadotropin level
MP:0003361	abnormal circulating gonadotropin level	UPHENO:7000707	circulating gonadotropin concentration; circulating gonadotropin level
HP:0030339	Decreased circulating gonadotropin concentration	UPHENO:7000708	decreased circulating gonadotropin concentration; decreased circulating gonadotropin level
MP:0003363	decreased circulating gonadotropin level	UPHENO:7000708	decreased circulating gonadotropin concentration; decreased circulating gonadotropin level
HP:0030347	Abnormal circulating androgen level	UPHENO:7000709	circulating androgen level
MP:0009819	abnormal circulating androgen level	UPHENO:7000709	circulating androgen level
HP:0030397	Abnormal platelet dense granule secretion	UPHENO:7000710	platelet dense granule secretion
MP:0020964	abnormal platelet dense granule secretion	UPHENO:7000710	platelet dense granule secretion
HP:0030402	Abnormal platelet aggregation	UPHENO:7000711	platelet aggregation
MP:0009548	abnormal platelet aggregation	UPHENO:7000711	platelet aggregation
HP:0030666	Retinal neovascularization	UPHENO:7000712	retina neovascularization; retinal neovascularization
MP:0008852	retina neovascularization	UPHENO:7000712	retina neovascularization; retinal neovascularization
HP:0030746	Intraventricular hemorrhage	UPHENO:7000713	intraventricular hemorrhage
MP:0001917	intraventricular hemorrhage	UPHENO:7000713	intraventricular hemorrhage
HP:0030756	Erythrodontia	UPHENO:7000714	erythrodontia
MP:0030058	erythrodontia	UPHENO:7000714	erythrodontia
HP:0030757	Tooth abscess	UPHENO:7000715	tooth abscess
MP:0030462	tooth abscess	UPHENO:7000715	tooth abscess
HP:0030758	Periapical tooth abscess	UPHENO:7000716	apical tooth abscess; periapical tooth abscess
MP:0030463	apical tooth abscess	UPHENO:7000716	apical tooth abscess; periapical tooth abscess
HP:0030769	Exencephaly	UPHENO:7000717	exencephaly
MP:0000914	exencephaly	UPHENO:7000717	exencephaly
HP:0030770	Craniorachischisis	UPHENO:7000718	craniorachischisis
MP:0008784	craniorachischisis	UPHENO:7000718	craniorachischisis
HP:0030779	Ethmocephaly	UPHENO:7000719	ethmocephaly
MP:0014061	ethmocephaly	UPHENO:7000719	ethmocephaly
HP:0030809	Abnormal tongue morphology	UPHENO:7000720	tongue morphology
XPO:0103199	abnormal tongue morphology	UPHENO:7000720	tongue morphology
HP:0030828	Wheezing	UPHENO:7000721	wheezing
MP:0031086	wheezing	UPHENO:7000721	wheezing
HP:0030830	Crackles	UPHENO:7000722	crackles
MP:0031104	crackles	UPHENO:7000722	crackles
HP:0030831	Rhonchi	UPHENO:7000723	rhonchi
MP:0031105	rhonchi	UPHENO:7000723	rhonchi
HP:0030843	Cardiac amyloidosis	UPHENO:7000724	cardiac amyloidosis
MP:0021148	cardiac amyloidosis	UPHENO:7000724	cardiac amyloidosis
HP:0030850	Abnormal pulse pressure	UPHENO:7000725	pulse pressure
MP:0003882	abnormal pulse pressure	UPHENO:7000725	pulse pressure
HP:0030853	Heterotaxy	UPHENO:7000726	heterotaxia; heterotaxy
MP:0004133	heterotaxia	UPHENO:7000726	heterotaxia; heterotaxy
HP:0030855	Anterior staphyloma	UPHENO:7000727	anterior staphyloma
MP:0008815	anterior staphyloma	UPHENO:7000727	anterior staphyloma
HP:0030867	Vertical orbital dystopia	UPHENO:7000728	vertical orbital dystopia
MP:0030253	vertical orbital dystopia	UPHENO:7000728	vertical orbital dystopia
HP:0030882	Coronary artery aneurysm	UPHENO:7000729	coronary artery aneurysm
MP:0010477	coronary artery aneurysm	UPHENO:7000729	coronary artery aneurysm
HP:0030897	Decreased intestinal transit time	UPHENO:7000730	decreased intestinal transit time
MP:0014576	decreased intestinal transit time	UPHENO:7000730	decreased intestinal transit time
HP:0030934	Oral erythroplakia	UPHENO:7000731	oral erythroplakia
MP:0013492	oral erythroplakia	UPHENO:7000731	oral erythroplakia
HP:0030953	Conjunctival hyperemia	UPHENO:7000732	conjunctival hyperemia
MP:0031096	conjunctival hyperemia	UPHENO:7000732	conjunctival hyperemia
HP:0031002	Neuritis	UPHENO:7000733	nerve inflammation; neuritis
MP:0030990	nerve inflammation	UPHENO:7000733	nerve inflammation; neuritis
HP:0031065	Abnormal ovarian morphology	UPHENO:7000734	ovarian morphology; ovary morphology
ZP:0004112	ovary morphology, abnormal	UPHENO:7000734	ovarian morphology; ovary morphology
HP:0031101	Abnormal circulating antimullerian hormone concentration	UPHENO:7000735	circulating anti-mullerian hormone level; circulating antimullerian hormone concentration
MP:0014513	abnormal circulating anti-Mullerian hormone level	UPHENO:7000735	circulating anti-mullerian hormone level; circulating antimullerian hormone concentration
HP:0031107	Decreased fibular diameter	UPHENO:7000736	decreased diameter of fibula; decreased fibular diameter
MP:0008153	decreased diameter of fibula	UPHENO:7000736	decreased diameter of fibula; decreased fibular diameter
HP:0031175	Absent cervical vertebra	UPHENO:7000737	absent cervical vertebra
XPO:0125551	absent cervical vertebra	UPHENO:7000737	absent cervical vertebra
HP:0031189	Wrist drop	UPHENO:7000738	carpoptosis; wrist drop
MP:0005162	carpoptosis	UPHENO:7000738	carpoptosis; wrist drop
HP:0031249	Parageusia	UPHENO:7000739	dysgeusia; parageusia
MP:0031092	dysgeusia	UPHENO:7000739	dysgeusia; parageusia
HP:0031259	Oophoritis	UPHENO:7000740	oophoritis; ovary inflammation
MP:0001868	ovary inflammation	UPHENO:7000740	oophoritis; ovary inflammation
HP:0031265	Abnormal glomerular visceral epithelial cell morphology	UPHENO:7000741	glomerular visceral epithelial cell morphology; podocyte morphology
ZP:0002656	podocyte morphology, abnormal	UPHENO:7000741	glomerular visceral epithelial cell morphology; podocyte morphology
HP:0031266	Podocyte foot process effacement	UPHENO:7000742	podocyte foot process effacement
MP:0008140	podocyte foot process effacement	UPHENO:7000742	podocyte foot process effacement
HP:0031278	Abnormal thoracic duct morphology	UPHENO:7000743	thoracic duct morphology
ZP:0011219	thoracic duct morphology, abnormal	UPHENO:7000743	thoracic duct morphology
HP:0031281	Sialadenitis	UPHENO:7000744	salivary gland inflammation; sialadenitis
MP:0001870	salivary gland inflammation	UPHENO:7000744	salivary gland inflammation; sialadenitis
HP:0031316	Abnormal ventricular myocardium morphology	UPHENO:7000745	ventricular myocardium morphology
ZP:0013473	ventricular myocardium morphology, abnormal	UPHENO:7000745	ventricular myocardium morphology
HP:0031328	Perivascular cardiac fibrosis	UPHENO:7000746	perivascular cardiac fibrosis
MP:0031586	perivascular cardiac fibrosis	UPHENO:7000746	perivascular cardiac fibrosis
