?baseClass	?baseLabel	?equivalentClass	?equivalentLabel
<http://purl.obolibrary.org/obo/HP_0003038>	"Fibular hypoplasia"	<http://purl.obolibrary.org/obo/MP_0002765>	"short fibula"
<http://purl.obolibrary.org/obo/HP_0010764>	"Short eyelashes"	<http://purl.obolibrary.org/obo/MP_0013898>	"short eyelid cilia"
<http://purl.obolibrary.org/obo/HP_0005268>	"Spontaneous abortion"	<http://purl.obolibrary.org/obo/MP_0013172>	"miscarriage"
<http://purl.obolibrary.org/obo/HP_0001700>	"Myocardial necrosis"	<http://purl.obolibrary.org/obo/MP_0006085>	"myocardial necrosis"
<http://purl.obolibrary.org/obo/HP_0004792>	"Rectoperineal fistula"	<http://purl.obolibrary.org/obo/MP_0003318>	"rectoperineal fistula"
<http://purl.obolibrary.org/obo/HP_0000853>	"Goiter"	<http://purl.obolibrary.org/obo/MP_0005355>	"enlarged thyroid gland"
<http://purl.obolibrary.org/obo/HP_0000973>	"Cutis laxa"	<http://purl.obolibrary.org/obo/MP_0005421>	"loose skin"
<http://purl.obolibrary.org/obo/HP_0010514>	"Hyperpituitarism"	<http://purl.obolibrary.org/obo/MP_0003347>	"hyperpituitarism"
<http://purl.obolibrary.org/obo/HP_0001901>	"Polycythemia"	<http://purl.obolibrary.org/obo/MP_0002872>	"polycythemia"
<http://purl.obolibrary.org/obo/HP_0100246>	"Osteoma"	<http://purl.obolibrary.org/obo/MP_0010313>	"increased osteoma incidence"
<http://purl.obolibrary.org/obo/HP_0100242>	"Sarcoma"	<http://purl.obolibrary.org/obo/MP_0002032>	"increased sarcoma incidence"
<http://purl.obolibrary.org/obo/HP_0004298>	"Abnormality of the abdominal wall"	<http://purl.obolibrary.org/obo/MP_0003257>	"abnormal abdominal wall morphology"
<http://purl.obolibrary.org/obo/HP_0003110>	"Abnormality of urine homeostasis"	<http://purl.obolibrary.org/obo/MP_0009643>	"abnormal urine homeostasis"
<http://purl.obolibrary.org/obo/HP_0011885>	"Hemorrhage of the eye"	<http://purl.obolibrary.org/obo/MP_0006203>	"eye hemorrhage"
<http://purl.obolibrary.org/obo/HP_0009380>	"Aplasia of the fingers"	<http://purl.obolibrary.org/obo/HP_0009776>	"Adactyly"
<http://purl.obolibrary.org/obo/HP_0200008>	"Intestinal polyposis"	<http://purl.obolibrary.org/obo/MP_0008011>	"intestine polyps"
<http://purl.obolibrary.org/obo/HP_0005266>	"Intestinal polyp"	<http://purl.obolibrary.org/obo/MP_0008011>	"intestine polyps"
<http://purl.obolibrary.org/obo/HP_0009741>	"Nephrosclerosis"	<http://purl.obolibrary.org/obo/MP_0009860>	"nephrosclerosis"
<http://purl.obolibrary.org/obo/HP_0045005>	"Neural tube defect"	<http://purl.obolibrary.org/obo/MP_0002151>	"abnormal neural tube morphology"
<http://purl.obolibrary.org/obo/HP_0002414>	"Spina bifida"	<http://purl.obolibrary.org/obo/MP_0002151>	"abnormal neural tube morphology"
<http://purl.obolibrary.org/obo/HP_0010301>	"Spinal dysraphism"	<http://purl.obolibrary.org/obo/MP_0002151>	"abnormal neural tube morphology"
<http://purl.obolibrary.org/obo/MP_0000929>	"open neural tube"	<http://purl.obolibrary.org/obo/MP_0002151>	"abnormal neural tube morphology"
<http://purl.obolibrary.org/obo/HP_0011441>	"Abnormality of the medulla oblongata"	<http://purl.obolibrary.org/obo/MP_0000846>	"abnormal medulla oblongata morphology"
<http://purl.obolibrary.org/obo/HP_0040012>	"Chromosome breakage"	<http://purl.obolibrary.org/obo/MP_0010094>	"abnormal chromosome stability"
<http://purl.obolibrary.org/obo/MP_0004028>	"chromosome breakage"	<http://purl.obolibrary.org/obo/MP_0010094>	"abnormal chromosome stability"
<http://purl.obolibrary.org/obo/MP_0008866>	"chromosomal instability"	<http://purl.obolibrary.org/obo/MP_0010094>	"abnormal chromosome stability"
<http://purl.obolibrary.org/obo/HP_0003220>	"Abnormality of chromosome stability"	<http://purl.obolibrary.org/obo/MP_0010094>	"abnormal chromosome stability"
<http://purl.obolibrary.org/obo/HP_0001631>	"Atria septal defect"	<http://purl.obolibrary.org/obo/MP_0010403>	"atrial septal defect"
<http://purl.obolibrary.org/obo/HP_0006739>	"Squamous cell carcinoma of the skin"	<http://purl.obolibrary.org/obo/MP_0009704>	"increased skin squamous cell carcinoma incidence"
<http://purl.obolibrary.org/obo/HP_0030050>	"Narcolepsy"	<http://purl.obolibrary.org/obo/MP_0005279>	"narcolepsy"
<http://purl.obolibrary.org/obo/HP_0010458>	"Female pseudohermaphroditism"	<http://purl.obolibrary.org/obo/MP_0002788>	"female pseudohermaphroditism"
<http://purl.obolibrary.org/obo/HP_0430009>	"Hypoplasia of eyelid"	<http://purl.obolibrary.org/obo/MP_0013395>	"eyelid hypoplasia"
<http://purl.obolibrary.org/obo/HP_0005815>	"Supernumerary ribs"	<http://purl.obolibrary.org/obo/MP_0000480>	"increased rib number"
<http://purl.obolibrary.org/obo/HP_0002616>	"Aortic root dilatation"	<http://purl.obolibrary.org/obo/MP_0011575>	"dilated aorta bulb"
<http://purl.obolibrary.org/obo/HP_0030347>	"Abnormal circulating androgen level"	<http://purl.obolibrary.org/obo/MP_0009819>	"abnormal circulating androgen level"
<http://purl.obolibrary.org/obo/HP_0001682>	"Subaortic stenosis"	<http://purl.obolibrary.org/obo/MP_0010448>	"heart left ventricle outflow tract stenosis"
<http://purl.obolibrary.org/obo/HP_0001691>	"Muscular subvalvular aortic stenosis"	<http://purl.obolibrary.org/obo/MP_0010612>	"muscular subaortic stenosis"
<http://purl.obolibrary.org/obo/HP_0011496>	"Corneal neovascularization"	<http://purl.obolibrary.org/obo/MP_0005542>	"corneal vascularization"
<http://purl.obolibrary.org/obo/HP_0100258>	"Preaxial polydactyly"	<http://purl.obolibrary.org/obo/MP_0009743>	"preaxial polydactyly"
<http://purl.obolibrary.org/obo/HP_0011077>	"Abnormality of molar"	<http://purl.obolibrary.org/obo/MP_0002689>	"abnormal molar morphology"
<http://purl.obolibrary.org/obo/HP_0011070>	"Abnormality of molar morphology"	<http://purl.obolibrary.org/obo/MP_0002689>	"abnormal molar morphology"
<http://purl.obolibrary.org/obo/HP_0045005>	"Neural tube defect"	<http://purl.obolibrary.org/obo/MP_0000929>	"open neural tube"
<http://purl.obolibrary.org/obo/HP_0002414>	"Spina bifida"	<http://purl.obolibrary.org/obo/MP_0000929>	"open neural tube"
<http://purl.obolibrary.org/obo/HP_0010301>	"Spinal dysraphism"	<http://purl.obolibrary.org/obo/MP_0000929>	"open neural tube"
<http://purl.obolibrary.org/obo/HP_0001679>	"Abnormality of the aorta"	<http://purl.obolibrary.org/obo/MP_0000272>	"abnormal aorta morphology"
<http://purl.obolibrary.org/obo/HP_0012213>	"Decreased glomerular filtration rate"	<http://purl.obolibrary.org/obo/MP_0005558>	"decreased creatinine clearance"
<http://purl.obolibrary.org/obo/HP_0000009>	"Functional abnormality of the bladder"	<http://purl.obolibrary.org/obo/MP_0010386>	"abnormal urinary bladder physiology"
<http://purl.obolibrary.org/obo/HP_0000104>	"Renal agenesis"	<http://purl.obolibrary.org/obo/HP_0010958>	"Bilateral renal agenesis"
<http://purl.obolibrary.org/obo/HP_0030276>	"Small scrotum"	<http://purl.obolibrary.org/obo/MP_0003609>	"small scrotum"
<http://purl.obolibrary.org/obo/HP_0004313>	"Decreased antibody level in blood"	<http://purl.obolibrary.org/obo/MP_0001805>	"decreased IgG level"
<http://purl.obolibrary.org/obo/HP_0004315>	"IgG deficiency"	<http://purl.obolibrary.org/obo/MP_0001805>	"decreased IgG level"
<http://purl.obolibrary.org/obo/HP_0001019>	"Erythroderma"	<http://purl.obolibrary.org/obo/MP_0003454>	"erythroderma"
<http://purl.obolibrary.org/obo/HP_0000733>	"Stereotypic behavior"	<http://purl.obolibrary.org/obo/MP_0001408>	"stereotypic behavior"
<http://purl.obolibrary.org/obo/HP_0100769>	"Synovitis"	<http://purl.obolibrary.org/obo/MP_0002933>	"joint inflammation"
<http://purl.obolibrary.org/obo/HP_0001733>	"Pancreatitis"	<http://purl.obolibrary.org/obo/MP_0001869>	"pancreas inflammation"
<http://purl.obolibrary.org/obo/HP_0004762>	"Hypoplasia of right ventricle"	<http://purl.obolibrary.org/obo/MP_0010422>	"heart right ventricle hypoplasia"
<http://purl.obolibrary.org/obo/HP_0002539>	"Cortical dysplasia"	<http://purl.obolibrary.org/obo/HP_0006930>	"Frontoparietal cortical dysplasia"
<http://purl.obolibrary.org/obo/HP_0000589>	"Coloboma"	<http://purl.obolibrary.org/obo/MP_0005262>	"coloboma"
<http://purl.obolibrary.org/obo/HP_0000098>	"Tall stature"	<http://purl.obolibrary.org/obo/MP_0001254>	"increased body height"
<http://purl.obolibrary.org/obo/HP_0003363>	"Abdominal situs inversus"	<http://purl.obolibrary.org/obo/MP_0011252>	"situs inversus totalis"
<http://purl.obolibrary.org/obo/MP_0002766>	"situs inversus"	<http://purl.obolibrary.org/obo/MP_0011252>	"situs inversus totalis"
<http://purl.obolibrary.org/obo/HP_0001696>	"Situs inversus totalis"	<http://purl.obolibrary.org/obo/MP_0011252>	"situs inversus totalis"
<http://purl.obolibrary.org/obo/MP_0011249>	"abdominal situs inversus"	<http://purl.obolibrary.org/obo/MP_0011252>	"situs inversus totalis"
<http://purl.obolibrary.org/obo/HP_0000668>	"Hypodontia"	<http://purl.obolibrary.org/obo/HP_0009804>	"Reduced number of teeth"
<http://purl.obolibrary.org/obo/HP_0009748>	"Large earlobe"	<http://purl.obolibrary.org/obo/MP_0003680>	"thick ear lobes"
<http://purl.obolibrary.org/obo/HP_0006515>	"Interstitial pneumonitis"	<http://purl.obolibrary.org/obo/MP_0001862>	"interstitial pneumonia"
<http://purl.obolibrary.org/obo/HP_0011986>	"Ectopic ossification"	<http://purl.obolibrary.org/obo/MP_0009585>	"obsolete ectopic bone formation"
<http://purl.obolibrary.org/obo/HP_0002885>	"Medulloblastoma"	<http://purl.obolibrary.org/obo/MP_0006283>	"increased medulloblastoma incidence"
<http://purl.obolibrary.org/obo/HP_0001669>	"Transposition of the great arteries"	<http://purl.obolibrary.org/obo/MP_0004110>	"transposition of great arteries"
<http://purl.obolibrary.org/obo/HP_0011490>	"Abnormality of Descemet's membrane"	<http://purl.obolibrary.org/obo/MP_0004284>	"abnormal Descemet membrane"
<http://purl.obolibrary.org/obo/HP_0000970>	"Anhidrosis"	<http://purl.obolibrary.org/obo/MP_0013370>	"anhidrosis"
<http://purl.obolibrary.org/obo/HP_0002035>	"Rectal prolapse"	<http://purl.obolibrary.org/obo/MP_0000493>	"rectal prolapse"
<http://purl.obolibrary.org/obo/HP_0004962>	"Thoracic aorta calcification"	<http://purl.obolibrary.org/obo/MP_0010523>	"calcified thoracic aorta"
<http://purl.obolibrary.org/obo/HP_0010789>	"Abnormality of the Leydig cells"	<http://purl.obolibrary.org/obo/MP_0002786>	"abnormal Leydig cell morphology"
<http://purl.obolibrary.org/obo/HP_0002621>	"Atherosclerosis"	<http://purl.obolibrary.org/obo/MP_0005338>	"atherosclerotic lesions"
<http://purl.obolibrary.org/obo/HP_0003107>	"Abnormality of cholesterol metabolism"	<http://purl.obolibrary.org/obo/MP_0003191>	"abnormal cellular cholesterol metabolism"
<http://purl.obolibrary.org/obo/HP_0002901>	"Hypocalcemia"	<http://purl.obolibrary.org/obo/MP_0000195>	"decreased circulating calcium level"
<http://purl.obolibrary.org/obo/HP_0010923>	"Anterior subcapsular cataract"	<http://purl.obolibrary.org/obo/MP_0010252>	"anterior subcapsular cataracts"
<http://purl.obolibrary.org/obo/HP_0002791>	"Hypoventilation"	<http://purl.obolibrary.org/obo/MP_0002321>	"hypoventilation"
<http://purl.obolibrary.org/obo/HP_0009733>	"Glioma"	<http://purl.obolibrary.org/obo/MP_0010278>	"increased glioma incidence"
<http://purl.obolibrary.org/obo/HP_0100890>	"Cyst of the ductus choledochus"	<http://purl.obolibrary.org/obo/MP_0003266>	"biliary cyst"
<http://purl.obolibrary.org/obo/MP_0003755>	"abnormal palate morphology"	<http://purl.obolibrary.org/obo/MP_0013550>	"abnormal secondary palate morphology"
<http://purl.obolibrary.org/obo/HP_0040216>	"Hypoinsulinemia"	<http://purl.obolibrary.org/obo/MP_0002727>	"decreased circulating insulin level"
<http://purl.obolibrary.org/obo/HP_0011021>	"Abnormality of circulating enzyme level"	<http://purl.obolibrary.org/obo/MP_0001570>	"abnormal circulating enzyme level"
<http://purl.obolibrary.org/obo/HP_0010683>	"Low tissue non-specific alkaline phosphatase"	<http://purl.obolibrary.org/obo/MP_0002966>	"decreased circulating alkaline phosphatase level"
<http://purl.obolibrary.org/obo/HP_0008683>	"Enlarged labia minora"	<http://purl.obolibrary.org/obo/MP_0003522>	"enlarged labia minora"
<http://purl.obolibrary.org/obo/HP_0003113>	"Hypochloremia"	<http://purl.obolibrary.org/obo/MP_0003020>	"decreased circulating chloride level"
<http://purl.obolibrary.org/obo/HP_0003527>	"Hyperprostaglandinuria"	<http://purl.obolibrary.org/obo/MP_0011563>	"increased urine prostaglandin level"
<http://purl.obolibrary.org/obo/HP_0000525>	"Abnormality of the iris"	<http://purl.obolibrary.org/obo/MP_0001322>	"abnormal iris morphology"
<http://purl.obolibrary.org/obo/MP_0004355>	"short radius"	<http://purl.obolibrary.org/obo/MP_0004356>	"radius hypoplasia"
<http://purl.obolibrary.org/obo/HP_0002984>	"Hypoplasia of the radius"	<http://purl.obolibrary.org/obo/MP_0004356>	"radius hypoplasia"
<http://purl.obolibrary.org/obo/HP_0010976>	"B lymphocytopenia"	<http://purl.obolibrary.org/obo/MP_0005017>	"decreased B cell number"
<http://purl.obolibrary.org/obo/HP_0000777>	"Abnormality of the thymus"	<http://purl.obolibrary.org/obo/HP_0000778>	"Hypoplasia of the thymus"
<http://purl.obolibrary.org/obo/HP_0040100>	"Abnormality of the vestibular window"	<http://purl.obolibrary.org/obo/MP_0004479>	"abnormal oval window morphology"
<http://purl.obolibrary.org/obo/HP_0012153>	"Hypotriglyceridemia"	<http://purl.obolibrary.org/obo/MP_0002644>	"decreased circulating triglyceride level"
<http://purl.obolibrary.org/obo/HP_0002763>	"Abnormal cartilage morphology"	<http://purl.obolibrary.org/obo/MP_0000163>	"abnormal cartilage morphology"
<http://purl.obolibrary.org/obo/HP_0030326>	"Abnormal macrophage count"	<http://purl.obolibrary.org/obo/MP_0004983>	"abnormal osteoclast cell number"
<http://purl.obolibrary.org/obo/HP_0000541>	"Retinal detachment"	<http://purl.obolibrary.org/obo/MP_0003099>	"retinal detachment"
<http://purl.obolibrary.org/obo/HP_0100750>	"Atelectasis"	<http://purl.obolibrary.org/obo/MP_0001177>	"atelectasis"
<http://purl.obolibrary.org/obo/HP_0030359>	"Squamous cell lung carcinoma"	<http://purl.obolibrary.org/obo/MP_0008717>	"increased lung squamous cell carcinoma incidence"
<http://purl.obolibrary.org/obo/HP_0002240>	"Hepatomegaly"	<http://purl.obolibrary.org/obo/MP_0000599>	"enlarged liver"
<http://purl.obolibrary.org/obo/HP_0000083>	"Renal insufficiency"	<http://purl.obolibrary.org/obo/MP_0003606>	"kidney failure"
<http://purl.obolibrary.org/obo/HP_0011573>	"Hypoplastic tricuspid valve"	<http://purl.obolibrary.org/obo/MP_0011680>	"tricuspid valve hypoplasia"
<http://purl.obolibrary.org/obo/HP_0100645>	"Cystocele"	<http://purl.obolibrary.org/obo/MP_0003614>	"urinary bladder prolapse"
<http://purl.obolibrary.org/obo/HP_0012585>	"Renal atrophy"	<http://purl.obolibrary.org/obo/MP_0004970>	"kidney atrophy"
<http://purl.obolibrary.org/obo/HP_0001698>	"Pericardial effusion"	<http://purl.obolibrary.org/obo/MP_0005312>	"pericardial effusion"
<http://purl.obolibrary.org/obo/HP_0012116>	"Abnormal albumin level"	<http://purl.obolibrary.org/obo/MP_0000199>	"abnormal circulating serum albumin level"
<http://purl.obolibrary.org/obo/HP_0003175>	"Hypoplastic ischia"	<http://purl.obolibrary.org/obo/MP_0004690>	"ischium hypoplasia"
<http://purl.obolibrary.org/obo/HP_0008724>	"Hypoplasia of the ovary"	<http://purl.obolibrary.org/obo/MP_0005158>	"ovary hypoplasia"
<http://purl.obolibrary.org/obo/HP_0040170>	"Abnormality of hair growth"	<http://purl.obolibrary.org/obo/MP_0002073>	"abnormal hair growth"
<http://purl.obolibrary.org/obo/HP_0012084>	"Abnormality of skeletal muscle fiber size"	<http://purl.obolibrary.org/obo/MP_0009398>	"abnormal skeletal muscle fiber size"
<http://purl.obolibrary.org/obo/HP_0012093>	"Abnormality of endocrine pancreas physiology"	<http://purl.obolibrary.org/obo/MP_0010147>	"abnormal endocrine pancreas physiology"
<http://purl.obolibrary.org/obo/HP_0004445>	"Elliptocytosis"	<http://purl.obolibrary.org/obo/MP_0009547>	"elliptocytosis"
<http://purl.obolibrary.org/obo/HP_0004646>	"Hypoplasia of the nasal bone"	<http://purl.obolibrary.org/obo/MP_0000103>	"nasal bone hypoplasia"
<http://purl.obolibrary.org/obo/HP_0040218>	"Reduced natural killer cell number"	<http://purl.obolibrary.org/obo/MP_0008045>	"decreased NK cell number"
<http://purl.obolibrary.org/obo/HP_0000246>	"Sinusitis"	<http://purl.obolibrary.org/obo/MP_0001872>	"sinus inflammation"
<http://purl.obolibrary.org/obo/HP_0030088>	"Increased serum testosterone level"	<http://purl.obolibrary.org/obo/MP_0002781>	"increased circulating testosterone level"
<http://purl.obolibrary.org/obo/HP_0003128>	"Lactic acidosis"	<http://purl.obolibrary.org/obo/MP_0012552>	"lactic acidosis"
<http://purl.obolibrary.org/obo/HP_0400005>	"Short ear"	<http://purl.obolibrary.org/obo/MP_0020084>	"short ears"
<http://purl.obolibrary.org/obo/HP_0012089>	"Arteritis"	<http://purl.obolibrary.org/obo/MP_0010138>	"arteritis"
<http://purl.obolibrary.org/obo/MP_0005254>	"strabismus"	<http://purl.obolibrary.org/obo/MP_0005256>	"esotropia"
<http://purl.obolibrary.org/obo/HP_0000486>	"Strabismus"	<http://purl.obolibrary.org/obo/MP_0005256>	"esotropia"
<http://purl.obolibrary.org/obo/HP_0000565>	"Esotropia"	<http://purl.obolibrary.org/obo/MP_0005256>	"esotropia"
<http://purl.obolibrary.org/obo/HP_0000136>	"Bifid uterus"	<http://purl.obolibrary.org/obo/MP_0003559>	"bifid uterus"
<http://purl.obolibrary.org/obo/HP_0000803>	"Renal cortical cysts"	<http://purl.obolibrary.org/obo/MP_0000522>	"kidney cortex cysts"
<http://purl.obolibrary.org/obo/HP_0100771>	"Hypoperistalsis"	<http://purl.obolibrary.org/obo/MP_0003290>	"intestinal hypoperistalsis"
<http://purl.obolibrary.org/obo/HP_0002450>	"Abnormal motor neuron morphology"	<http://purl.obolibrary.org/obo/MP_0000937>	"abnormal motor neuron morphology"
<http://purl.obolibrary.org/obo/HP_0011136>	"Aplasia of the sweat glands"	<http://purl.obolibrary.org/obo/MP_0006367>	"absent sweat gland"
<http://purl.obolibrary.org/obo/HP_0000921>	"Missing ribs"	<http://purl.obolibrary.org/obo/MP_0000151>	"absent ribs"
<http://purl.obolibrary.org/obo/HP_0012571>	"Ureter fissus"	<http://purl.obolibrary.org/obo/HP_0030037>	"Bifid ureter"
<http://purl.obolibrary.org/obo/HP_0009121>	"Abnormal axial skeleton morphology"	<http://purl.obolibrary.org/obo/MP_0002114>	"abnormal axial skeleton morphology"
<http://purl.obolibrary.org/obo/HP_0002914>	"Hyperchloriduria"	<http://purl.obolibrary.org/obo/MP_0011459>	"increased urine chloride ion level"
<http://purl.obolibrary.org/obo/HP_0000843>	"Hyperparathyroidism"	<http://purl.obolibrary.org/obo/MP_0003432>	"increased activity of parathyroid"
<http://purl.obolibrary.org/obo/HP_0000378>	"Cupped ear"	<http://purl.obolibrary.org/obo/MP_0003735>	"cup-shaped ears"
<http://purl.obolibrary.org/obo/HP_0002983>	"Micromelia"	<http://purl.obolibrary.org/obo/MP_0008736>	"micromelia"
<http://purl.obolibrary.org/obo/HP_0002206>	"Pulmonary fibrosis"	<http://purl.obolibrary.org/obo/MP_0006050>	"pulmonary fibrosis"
<http://purl.obolibrary.org/obo/HP_0000369>	"Low-set ears"	<http://purl.obolibrary.org/obo/MP_0000021>	"prominent ears"
<http://purl.obolibrary.org/obo/HP_0000411>	"Protruding ear"	<http://purl.obolibrary.org/obo/MP_0000021>	"prominent ears"
<http://purl.obolibrary.org/obo/HP_0000837>	"Increased circulating gonadotropin level"	<http://purl.obolibrary.org/obo/MP_0003362>	"increased circulating gonadotropin level"
<http://purl.obolibrary.org/obo/HP_0011025>	"Abnormality of cardiovascular system physiology"	<http://purl.obolibrary.org/obo/MP_0001544>	"abnormal cardiovascular system physiology"
